race_Id,year,round,circuit_Id,race_name,date,time,timestamp
609,1973,5,40,Belgian Grand Prix,1973-05-20,\N,2025-03-26 20:53:56.531855
610,1973,6,6,Monaco Grand Prix,1973-06-03,\N,2025-03-26 20:53:56.531855
611,1973,7,47,Swedish Grand Prix,1973-06-17,\N,2025-03-26 20:53:56.531855
612,1973,8,34,French Grand Prix,1973-07-01,\N,2025-03-26 20:53:56.531855
613,1973,9,9,British Grand Prix,1973-07-14,\N,2025-03-26 20:53:56.531855
614,1973,10,39,Dutch Grand Prix,1973-07-29,\N,2025-03-26 20:53:56.531855
615,1973,11,20,German Grand Prix,1973-08-05,\N,2025-03-26 20:53:56.531855
616,1973,12,23,Austrian Grand Prix,1973-08-19,\N,2025-03-26 20:53:56.531855
617,1973,13,14,Italian Grand Prix,1973-09-09,\N,2025-03-26 20:53:56.531855
618,1973,14,48,Canadian Grand Prix,1973-09-23,\N,2025-03-26 20:53:56.531855
619,1973,15,46,United States Grand Prix,1973-10-07,\N,2025-03-26 20:53:56.531855
620,1972,1,25,Argentine Grand Prix,1972-01-23,\N,2025-03-26 20:53:56.531855
621,1972,2,30,South African Grand Prix,1972-03-04,\N,2025-03-26 20:53:56.531855
622,1972,3,45,Spanish Grand Prix,1972-05-01,\N,2025-03-26 20:53:56.531855
623,1972,4,6,Monaco Grand Prix,1972-05-14,\N,2025-03-26 20:53:56.531855
624,1972,5,50,Belgian Grand Prix,1972-06-04,\N,2025-03-26 20:53:56.531855
625,1972,6,51,French Grand Prix,1972-07-02,\N,2025-03-26 20:53:56.531855
626,1972,7,38,British Grand Prix,1972-07-15,\N,2025-03-26 20:53:56.531855
627,1972,8,20,German Grand Prix,1972-07-30,\N,2025-03-26 20:53:56.531855
628,1972,9,23,Austrian Grand Prix,1972-08-13,\N,2025-03-26 20:53:56.531855
629,1972,10,14,Italian Grand Prix,1972-09-10,\N,2025-03-26 20:53:56.531855
630,1972,11,48,Canadian Grand Prix,1972-09-24,\N,2025-03-26 20:53:56.531855
631,1972,12,46,United States Grand Prix,1972-10-08,\N,2025-03-26 20:53:56.531855
632,1971,1,30,South African Grand Prix,1971-03-06,\N,2025-03-26 20:53:56.531855
633,1971,2,49,Spanish Grand Prix,1971-04-18,\N,2025-03-26 20:53:56.531855
634,1971,3,6,Monaco Grand Prix,1971-05-23,\N,2025-03-26 20:53:56.531855
635,1971,4,39,Dutch Grand Prix,1971-06-20,\N,2025-03-26 20:53:56.531855
636,1971,5,34,French Grand Prix,1971-07-04,\N,2025-03-26 20:53:56.531855
637,1971,6,9,British Grand Prix,1971-07-17,\N,2025-03-26 20:53:56.531855
638,1971,7,20,German Grand Prix,1971-08-01,\N,2025-03-26 20:53:56.531855
639,1971,8,23,Austrian Grand Prix,1971-08-15,\N,2025-03-26 20:53:56.531855
640,1971,9,14,Italian Grand Prix,1971-09-05,\N,2025-03-26 20:53:56.531855
641,1971,10,48,Canadian Grand Prix,1971-09-19,\N,2025-03-26 20:53:56.531855
642,1971,11,46,United States Grand Prix,1971-10-03,\N,2025-03-26 20:53:56.531855
643,1970,1,30,South African Grand Prix,1970-03-07,\N,2025-03-26 20:53:56.531855
644,1970,2,45,Spanish Grand Prix,1970-04-19,\N,2025-03-26 20:53:56.531855
645,1970,3,6,Monaco Grand Prix,1970-05-10,\N,2025-03-26 20:53:56.531855
646,1970,4,13,Belgian Grand Prix,1970-06-07,\N,2025-03-26 20:53:56.531855
647,1970,5,39,Dutch Grand Prix,1970-06-21,\N,2025-03-26 20:53:56.531855
648,1970,6,51,French Grand Prix,1970-07-05,\N,2025-03-26 20:53:56.531855
649,1970,7,38,British Grand Prix,1970-07-18,\N,2025-03-26 20:53:56.531855
650,1970,8,10,German Grand Prix,1970-08-02,\N,2025-03-26 20:53:56.531855
651,1970,9,23,Austrian Grand Prix,1970-08-16,\N,2025-03-26 20:53:56.531855
652,1970,10,14,Italian Grand Prix,1970-09-06,\N,2025-03-26 20:53:56.531855
653,1970,11,52,Canadian Grand Prix,1970-09-20,\N,2025-03-26 20:53:56.531855
654,1970,12,46,United States Grand Prix,1970-10-04,\N,2025-03-26 20:53:56.531855
655,1970,13,32,Mexican Grand Prix,1970-10-25,\N,2025-03-26 20:53:56.531855
656,1969,1,30,South African Grand Prix,1969-03-01,\N,2025-03-26 20:53:56.531855
657,1969,2,49,Spanish Grand Prix,1969-05-04,\N,2025-03-26 20:53:56.531855
658,1969,3,6,Monaco Grand Prix,1969-05-18,\N,2025-03-26 20:53:56.531855
659,1969,4,39,Dutch Grand Prix,1969-06-21,\N,2025-03-26 20:53:56.531855
660,1969,5,51,French Grand Prix,1969-07-06,\N,2025-03-26 20:53:56.531855
661,1969,6,9,British Grand Prix,1969-07-19,\N,2025-03-26 20:53:56.531855
662,1969,7,20,German Grand Prix,1969-08-03,\N,2025-03-26 20:53:56.531855
663,1969,8,14,Italian Grand Prix,1969-09-07,\N,2025-03-26 20:53:56.531855
664,1969,9,48,Canadian Grand Prix,1969-09-20,\N,2025-03-26 20:53:56.531855
665,1969,10,46,United States Grand Prix,1969-10-05,\N,2025-03-26 20:53:56.531855
666,1969,11,32,Mexican Grand Prix,1969-10-19,\N,2025-03-26 20:53:56.531855
667,1968,1,30,South African Grand Prix,1968-01-01,\N,2025-03-26 20:53:56.531855
668,1968,2,45,Spanish Grand Prix,1968-05-12,\N,2025-03-26 20:53:56.531855
669,1968,3,6,Monaco Grand Prix,1968-05-26,\N,2025-03-26 20:53:56.531855
670,1968,4,13,Belgian Grand Prix,1968-06-09,\N,2025-03-26 20:53:56.531855
671,1968,5,39,Dutch Grand Prix,1968-06-23,\N,2025-03-26 20:53:56.531855
672,1968,6,53,French Grand Prix,1968-07-07,\N,2025-03-26 20:53:56.531855
673,1968,7,38,British Grand Prix,1968-07-20,\N,2025-03-26 20:53:56.531855
674,1968,8,20,German Grand Prix,1968-08-04,\N,2025-03-26 20:53:56.531855
675,1968,9,14,Italian Grand Prix,1968-09-08,\N,2025-03-26 20:53:56.531855
676,1968,10,52,Canadian Grand Prix,1968-09-22,\N,2025-03-26 20:53:56.531855
677,1968,11,46,United States Grand Prix,1968-10-06,\N,2025-03-26 20:53:56.531855
678,1968,12,32,Mexican Grand Prix,1968-11-03,\N,2025-03-26 20:53:56.531855
679,1967,1,30,South African Grand Prix,1967-01-02,\N,2025-03-26 20:53:56.531855
680,1967,2,6,Monaco Grand Prix,1967-05-07,\N,2025-03-26 20:53:56.531855
681,1967,3,39,Dutch Grand Prix,1967-06-04,\N,2025-03-26 20:53:56.531855
682,1967,4,13,Belgian Grand Prix,1967-06-18,\N,2025-03-26 20:53:56.531855
683,1967,5,54,French Grand Prix,1967-07-02,\N,2025-03-26 20:53:56.531855
684,1967,6,9,British Grand Prix,1967-07-15,\N,2025-03-26 20:53:56.531855
685,1967,7,20,German Grand Prix,1967-08-06,\N,2025-03-26 20:53:56.531855
686,1967,8,48,Canadian Grand Prix,1967-08-27,\N,2025-03-26 20:53:56.531855
687,1967,9,14,Italian Grand Prix,1967-09-10,\N,2025-03-26 20:53:56.531855
688,1967,10,46,United States Grand Prix,1967-10-01,\N,2025-03-26 20:53:56.531855
689,1967,11,32,Mexican Grand Prix,1967-10-22,\N,2025-03-26 20:53:56.531855
690,1966,1,6,Monaco Grand Prix,1966-05-22,\N,2025-03-26 20:53:56.531855
691,1966,2,13,Belgian Grand Prix,1966-06-12,\N,2025-03-26 20:53:56.531855
692,1966,3,55,French Grand Prix,1966-07-03,\N,2025-03-26 20:53:56.531855
693,1966,4,38,British Grand Prix,1966-07-16,\N,2025-03-26 20:53:56.531855
694,1966,5,39,Dutch Grand Prix,1966-07-24,\N,2025-03-26 20:53:56.531855
695,1966,6,20,German Grand Prix,1966-08-07,\N,2025-03-26 20:53:56.531855
696,1966,7,14,Italian Grand Prix,1966-09-04,\N,2025-03-26 20:53:56.531855
697,1966,8,46,United States Grand Prix,1966-10-02,\N,2025-03-26 20:53:56.531855
698,1966,9,32,Mexican Grand Prix,1966-10-23,\N,2025-03-26 20:53:56.531855
699,1965,1,56,South African Grand Prix,1965-01-01,\N,2025-03-26 20:53:56.531855
700,1965,2,6,Monaco Grand Prix,1965-05-30,\N,2025-03-26 20:53:56.531855
701,1965,3,13,Belgian Grand Prix,1965-06-13,\N,2025-03-26 20:53:56.531855
702,1965,4,51,French Grand Prix,1965-06-27,\N,2025-03-26 20:53:56.531855
703,1965,5,9,British Grand Prix,1965-07-10,\N,2025-03-26 20:53:56.531855
704,1965,6,39,Dutch Grand Prix,1965-07-18,\N,2025-03-26 20:53:56.531855
705,1965,7,20,German Grand Prix,1965-08-01,\N,2025-03-26 20:53:56.531855
706,1965,8,14,Italian Grand Prix,1965-09-12,\N,2025-03-26 20:53:56.531855
707,1965,9,46,United States Grand Prix,1965-10-03,\N,2025-03-26 20:53:56.531855
708,1965,10,32,Mexican Grand Prix,1965-10-24,\N,2025-03-26 20:53:56.531855
709,1964,1,6,Monaco Grand Prix,1964-05-10,\N,2025-03-26 20:53:56.531855
710,1964,2,39,Dutch Grand Prix,1964-05-24,\N,2025-03-26 20:53:56.531855
711,1964,3,13,Belgian Grand Prix,1964-06-14,\N,2025-03-26 20:53:56.531855
712,1964,4,53,French Grand Prix,1964-06-28,\N,2025-03-26 20:53:56.531855
713,1964,5,38,British Grand Prix,1964-07-11,\N,2025-03-26 20:53:56.531855
714,1964,6,20,German Grand Prix,1964-08-02,\N,2025-03-26 20:53:56.531855
715,1964,7,57,Austrian Grand Prix,1964-08-23,\N,2025-03-26 20:53:56.531855
716,1964,8,14,Italian Grand Prix,1964-09-06,\N,2025-03-26 20:53:56.531855
717,1964,9,46,United States Grand Prix,1964-10-04,\N,2025-03-26 20:53:56.531855
718,1964,10,32,Mexican Grand Prix,1964-10-25,\N,2025-03-26 20:53:56.531855
719,1963,1,6,Monaco Grand Prix,1963-05-26,\N,2025-03-26 20:53:56.531855
720,1963,2,13,Belgian Grand Prix,1963-06-09,\N,2025-03-26 20:53:56.531855
721,1963,3,39,Dutch Grand Prix,1963-06-23,\N,2025-03-26 20:53:56.531855
722,1963,4,55,French Grand Prix,1963-06-30,\N,2025-03-26 20:53:56.531855
723,1963,5,9,British Grand Prix,1963-07-20,\N,2025-03-26 20:53:56.531855
724,1963,6,20,German Grand Prix,1963-08-04,\N,2025-03-26 20:53:56.531855
725,1963,7,14,Italian Grand Prix,1963-09-08,\N,2025-03-26 20:53:56.531855
726,1963,8,46,United States Grand Prix,1963-10-06,\N,2025-03-26 20:53:56.531855
727,1963,9,32,Mexican Grand Prix,1963-10-27,\N,2025-03-26 20:53:56.531855
728,1963,10,56,South African Grand Prix,1963-12-28,\N,2025-03-26 20:53:56.531855
729,1962,1,39,Dutch Grand Prix,1962-05-20,\N,2025-03-26 20:53:56.531855
730,1962,2,6,Monaco Grand Prix,1962-06-03,\N,2025-03-26 20:53:56.531855
731,1962,3,13,Belgian Grand Prix,1962-06-17,\N,2025-03-26 20:53:56.531855
732,1962,4,53,French Grand Prix,1962-07-08,\N,2025-03-26 20:53:56.531855
733,1962,5,58,British Grand Prix,1962-07-21,\N,2025-03-26 20:53:56.531855
734,1962,6,20,German Grand Prix,1962-08-05,\N,2025-03-26 20:53:56.531855
735,1962,7,14,Italian Grand Prix,1962-09-16,\N,2025-03-26 20:53:56.531855
736,1962,8,46,United States Grand Prix,1962-10-07,\N,2025-03-26 20:53:56.531855
737,1962,9,56,South African Grand Prix,1962-12-29,\N,2025-03-26 20:53:56.531855
738,1961,1,6,Monaco Grand Prix,1961-05-14,\N,2025-03-26 20:53:56.531855
739,1961,2,39,Dutch Grand Prix,1961-05-22,\N,2025-03-26 20:53:56.531855
740,1961,3,13,Belgian Grand Prix,1961-06-18,\N,2025-03-26 20:53:56.531855
741,1961,4,55,French Grand Prix,1961-07-02,\N,2025-03-26 20:53:56.531855
742,1961,5,58,British Grand Prix,1961-07-15,\N,2025-03-26 20:53:56.531855
743,1961,6,20,German Grand Prix,1961-08-06,\N,2025-03-26 20:53:56.531855
744,1961,7,14,Italian Grand Prix,1961-09-10,\N,2025-03-26 20:53:56.531855
745,1961,8,46,United States Grand Prix,1961-10-08,\N,2025-03-26 20:53:56.531855
746,1960,1,25,Argentine Grand Prix,1960-02-07,\N,2025-03-26 20:53:56.531855
747,1960,2,6,Monaco Grand Prix,1960-05-29,\N,2025-03-26 20:53:56.531855
748,1960,3,19,Indianapolis 500,1960-05-30,\N,2025-03-26 20:53:56.531855
749,1960,4,39,Dutch Grand Prix,1960-06-06,\N,2025-03-26 20:53:56.531855
750,1960,5,13,Belgian Grand Prix,1960-06-19,\N,2025-03-26 20:53:56.531855
751,1960,6,55,French Grand Prix,1960-07-03,\N,2025-03-26 20:53:56.531855
752,1960,7,9,British Grand Prix,1960-07-16,\N,2025-03-26 20:53:56.531855
753,1960,8,59,Portuguese Grand Prix,1960-08-14,\N,2025-03-26 20:53:56.531855
754,1960,9,14,Italian Grand Prix,1960-09-04,\N,2025-03-26 20:53:56.531855
755,1960,10,60,United States Grand Prix,1960-11-20,\N,2025-03-26 20:53:56.531855
756,1959,1,6,Monaco Grand Prix,1959-05-10,\N,2025-03-26 20:53:56.531855
757,1959,2,19,Indianapolis 500,1959-05-30,\N,2025-03-26 20:53:56.531855
758,1959,3,39,Dutch Grand Prix,1959-05-31,\N,2025-03-26 20:53:56.531855
759,1959,4,55,French Grand Prix,1959-07-05,\N,2025-03-26 20:53:56.531855
760,1959,5,58,British Grand Prix,1959-07-18,\N,2025-03-26 20:53:56.531855
761,1959,6,61,German Grand Prix,1959-08-02,\N,2025-03-26 20:53:56.531855
762,1959,7,62,Portuguese Grand Prix,1959-08-23,\N,2025-03-26 20:53:56.531855
763,1959,8,14,Italian Grand Prix,1959-09-13,\N,2025-03-26 20:53:56.531855
764,1959,9,63,United States Grand Prix,1959-12-12,\N,2025-03-26 20:53:56.531855
765,1958,1,25,Argentine Grand Prix,1958-01-19,\N,2025-03-26 20:53:56.531855
766,1958,2,6,Monaco Grand Prix,1958-05-18,\N,2025-03-26 20:53:56.531855
767,1958,3,39,Dutch Grand Prix,1958-05-26,\N,2025-03-26 20:53:56.531855
768,1958,4,19,Indianapolis 500,1958-05-30,\N,2025-03-26 20:53:56.531855
769,1958,5,13,Belgian Grand Prix,1958-06-15,\N,2025-03-26 20:53:56.531855
770,1958,6,55,French Grand Prix,1958-07-06,\N,2025-03-26 20:53:56.531855
771,1958,7,9,British Grand Prix,1958-07-19,\N,2025-03-26 20:53:56.531855
772,1958,8,20,German Grand Prix,1958-08-03,\N,2025-03-26 20:53:56.531855
773,1958,9,59,Portuguese Grand Prix,1958-08-24,\N,2025-03-26 20:53:56.531855
774,1958,10,14,Italian Grand Prix,1958-09-07,\N,2025-03-26 20:53:56.531855
775,1958,11,64,Moroccan Grand Prix,1958-10-19,\N,2025-03-26 20:53:56.531855
776,1957,1,25,Argentine Grand Prix,1957-01-13,\N,2025-03-26 20:53:56.531855
777,1957,2,6,Monaco Grand Prix,1957-05-19,\N,2025-03-26 20:53:56.531855
778,1957,3,19,Indianapolis 500,1957-05-30,\N,2025-03-26 20:53:56.531855
779,1957,4,53,French Grand Prix,1957-07-07,\N,2025-03-26 20:53:56.531855
780,1957,5,58,British Grand Prix,1957-07-20,\N,2025-03-26 20:53:56.531855
781,1957,6,20,German Grand Prix,1957-08-04,\N,2025-03-26 20:53:56.531855
782,1957,7,65,Pescara Grand Prix,1957-08-18,\N,2025-03-26 20:53:56.531855
783,1957,8,14,Italian Grand Prix,1957-09-08,\N,2025-03-26 20:53:56.531855
784,1956,1,25,Argentine Grand Prix,1956-01-22,\N,2025-03-26 20:53:56.531855
785,1956,2,6,Monaco Grand Prix,1956-05-13,\N,2025-03-26 20:53:56.531855
786,1956,3,19,Indianapolis 500,1956-05-30,\N,2025-03-26 20:53:56.531855
787,1956,4,13,Belgian Grand Prix,1956-06-03,\N,2025-03-26 20:53:56.531855
788,1956,5,55,French Grand Prix,1956-07-01,\N,2025-03-26 20:53:56.531855
789,1956,6,9,British Grand Prix,1956-07-14,\N,2025-03-26 20:53:56.531855
790,1956,7,20,German Grand Prix,1956-08-05,\N,2025-03-26 20:53:56.531855
791,1956,8,14,Italian Grand Prix,1956-09-02,\N,2025-03-26 20:53:56.531855
792,1955,1,25,Argentine Grand Prix,1955-01-16,\N,2025-03-26 20:53:56.531855
793,1955,2,6,Monaco Grand Prix,1955-05-22,\N,2025-03-26 20:53:56.531855
794,1955,3,19,Indianapolis 500,1955-05-30,\N,2025-03-26 20:53:56.531855
795,1955,4,13,Belgian Grand Prix,1955-06-05,\N,2025-03-26 20:53:56.531855
796,1955,5,39,Dutch Grand Prix,1955-06-19,\N,2025-03-26 20:53:56.531855
797,1955,6,58,British Grand Prix,1955-07-16,\N,2025-03-26 20:53:56.531855
798,1955,7,14,Italian Grand Prix,1955-09-11,\N,2025-03-26 20:53:56.531855
799,1954,1,25,Argentine Grand Prix,1954-01-17,\N,2025-03-26 20:53:56.531855
800,1954,2,19,Indianapolis 500,1954-05-31,\N,2025-03-26 20:53:56.531855
801,1954,3,13,Belgian Grand Prix,1954-06-20,\N,2025-03-26 20:53:56.531855
802,1954,4,55,French Grand Prix,1954-07-04,\N,2025-03-26 20:53:56.531855
803,1954,5,9,British Grand Prix,1954-07-17,\N,2025-03-26 20:53:56.531855
804,1954,6,20,German Grand Prix,1954-08-01,\N,2025-03-26 20:53:56.531855
805,1954,7,66,Swiss Grand Prix,1954-08-22,\N,2025-03-26 20:53:56.531855
806,1954,8,14,Italian Grand Prix,1954-09-05,\N,2025-03-26 20:53:56.531855
807,1954,9,67,Spanish Grand Prix,1954-10-24,\N,2025-03-26 20:53:56.531855
808,1953,1,25,Argentine Grand Prix,1953-01-18,\N,2025-03-26 20:53:56.531855
809,1953,2,19,Indianapolis 500,1953-05-30,\N,2025-03-26 20:53:56.531855
810,1953,3,39,Dutch Grand Prix,1953-06-07,\N,2025-03-26 20:53:56.531855
811,1953,4,13,Belgian Grand Prix,1953-06-21,\N,2025-03-26 20:53:56.531855
812,1953,5,55,French Grand Prix,1953-07-05,\N,2025-03-26 20:53:56.531855
813,1953,6,9,British Grand Prix,1953-07-18,\N,2025-03-26 20:53:56.531855
814,1953,7,20,German Grand Prix,1953-08-02,\N,2025-03-26 20:53:56.531855
815,1953,8,66,Swiss Grand Prix,1953-08-23,\N,2025-03-26 20:53:56.531855
816,1953,9,14,Italian Grand Prix,1953-09-13,\N,2025-03-26 20:53:56.531855
817,1952,1,66,Swiss Grand Prix,1952-05-18,\N,2025-03-26 20:53:56.531855
818,1952,2,19,Indianapolis 500,1952-05-30,\N,2025-03-26 20:53:56.531855
819,1952,3,13,Belgian Grand Prix,1952-06-22,\N,2025-03-26 20:53:56.531855
820,1952,4,53,French Grand Prix,1952-07-06,\N,2025-03-26 20:53:56.531855
821,1952,5,9,British Grand Prix,1952-07-19,\N,2025-03-26 20:53:56.531855
822,1952,6,20,German Grand Prix,1952-08-03,\N,2025-03-26 20:53:56.531855
823,1952,7,39,Dutch Grand Prix,1952-08-17,\N,2025-03-26 20:53:56.531855
824,1952,8,14,Italian Grand Prix,1952-09-07,\N,2025-03-26 20:53:56.531855
825,1951,1,66,Swiss Grand Prix,1951-05-27,\N,2025-03-26 20:53:56.531855
826,1951,2,19,Indianapolis 500,1951-05-30,\N,2025-03-26 20:53:56.531855
827,1951,3,13,Belgian Grand Prix,1951-06-17,\N,2025-03-26 20:53:56.531855
828,1951,4,55,French Grand Prix,1951-07-01,\N,2025-03-26 20:53:56.531855
829,1951,5,9,British Grand Prix,1951-07-14,\N,2025-03-26 20:53:56.531855
830,1951,6,20,German Grand Prix,1951-07-29,\N,2025-03-26 20:53:56.531855
831,1951,7,14,Italian Grand Prix,1951-09-16,\N,2025-03-26 20:53:56.531855
832,1951,8,67,Spanish Grand Prix,1951-10-28,\N,2025-03-26 20:53:56.531855
833,1950,1,9,British Grand Prix,1950-05-13,\N,2025-03-26 20:53:56.531855
834,1950,2,6,Monaco Grand Prix,1950-05-21,\N,2025-03-26 20:53:56.531855
835,1950,3,19,Indianapolis 500,1950-05-30,\N,2025-03-26 20:53:56.531855
836,1950,4,66,Swiss Grand Prix,1950-06-04,\N,2025-03-26 20:53:56.531855
837,1950,5,13,Belgian Grand Prix,1950-06-18,\N,2025-03-26 20:53:56.531855
838,1950,6,55,French Grand Prix,1950-07-02,\N,2025-03-26 20:53:56.531855
839,1950,7,14,Italian Grand Prix,1950-09-03,\N,2025-03-26 20:53:56.531855
841,2011,1,1,Australian Grand Prix,2011-03-27,06:00:00,2025-03-26 20:53:56.531855
842,2011,2,2,Malaysian Grand Prix,2011-04-10,08:00:00,2025-03-26 20:53:56.531855
843,2011,3,17,Chinese Grand Prix,2011-04-17,07:00:00,2025-03-26 20:53:56.531855
844,2011,4,5,Turkish Grand Prix,2011-05-08,12:00:00,2025-03-26 20:53:56.531855
845,2011,5,4,Spanish Grand Prix,2011-05-22,12:00:00,2025-03-26 20:53:56.531855
846,2011,6,6,Monaco Grand Prix,2011-05-29,12:00:00,2025-03-26 20:53:56.531855
847,2011,7,7,Canadian Grand Prix,2011-06-12,17:00:00,2025-03-26 20:53:56.531855
848,2011,8,12,European Grand Prix,2011-06-26,12:00:00,2025-03-26 20:53:56.531855
849,2011,9,9,British Grand Prix,2011-07-10,12:00:00,2025-03-26 20:53:56.531855
850,2011,10,20,German Grand Prix,2011-07-24,12:00:00,2025-03-26 20:53:56.531855
851,2011,11,11,Hungarian Grand Prix,2011-07-31,12:00:00,2025-03-26 20:53:56.531855
852,2011,12,13,Belgian Grand Prix,2011-08-28,12:00:00,2025-03-26 20:53:56.531855
853,2011,13,14,Italian Grand Prix,2011-09-11,12:00:00,2025-03-26 20:53:56.531855
854,2011,14,15,Singapore Grand Prix,2011-09-25,12:00:00,2025-03-26 20:53:56.531855
855,2011,15,22,Japanese Grand Prix,2011-10-09,06:00:00,2025-03-26 20:53:56.531855
856,2011,16,35,Korean Grand Prix,2011-10-16,06:00:00,2025-03-26 20:53:56.531855
857,2011,17,68,Indian Grand Prix,2011-10-30,09:30:00,2025-03-26 20:53:56.531855
858,2011,18,24,Abu Dhabi Grand Prix,2011-11-13,13:00:00,2025-03-26 20:53:56.531855
859,2011,19,18,Brazilian Grand Prix,2011-11-27,16:00:00,2025-03-26 20:53:56.531855
860,2012,1,1,Australian Grand Prix,2012-03-18,06:00:00,2025-03-26 20:53:56.531855
861,2012,2,2,Malaysian Grand Prix,2012-03-25,08:00:00,2025-03-26 20:53:56.531855
862,2012,3,17,Chinese Grand Prix,2012-04-15,07:00:00,2025-03-26 20:53:56.531855
863,2012,4,3,Bahrain Grand Prix,2012-04-22,12:00:00,2025-03-26 20:53:56.531855
864,2012,5,4,Spanish Grand Prix,2012-05-13,12:00:00,2025-03-26 20:53:56.531855
865,2012,6,6,Monaco Grand Prix,2012-05-27,12:00:00,2025-03-26 20:53:56.531855
866,2012,7,7,Canadian Grand Prix,2012-06-10,18:00:00,2025-03-26 20:53:56.531855
867,2012,8,12,European Grand Prix,2012-06-24,12:00:00,2025-03-26 20:53:56.531855
868,2012,9,9,British Grand Prix,2012-07-08,12:00:00,2025-03-26 20:53:56.531855
869,2012,10,10,German Grand Prix,2012-07-22,12:00:00,2025-03-26 20:53:56.531855
870,2012,11,11,Hungarian Grand Prix,2012-07-29,12:00:00,2025-03-26 20:53:56.531855
871,2012,12,13,Belgian Grand Prix,2012-09-02,12:00:00,2025-03-26 20:53:56.531855
872,2012,13,14,Italian Grand Prix,2012-09-09,12:00:00,2025-03-26 20:53:56.531855
873,2012,14,15,Singapore Grand Prix,2012-09-23,12:00:00,2025-03-26 20:53:56.531855
874,2012,15,22,Japanese Grand Prix,2012-10-07,06:00:00,2025-03-26 20:53:56.531855
875,2012,16,35,Korean Grand Prix,2012-10-14,06:00:00,2025-03-26 20:53:56.531855
876,2012,17,68,Indian Grand Prix,2012-10-28,09:30:00,2025-03-26 20:53:56.531855
877,2012,18,24,Abu Dhabi Grand Prix,2012-11-04,13:00:00,2025-03-26 20:53:56.531855
878,2012,19,69,United States Grand Prix,2012-11-18,19:00:00,2025-03-26 20:53:56.531855
879,2012,20,18,Brazilian Grand Prix,2012-11-25,16:00:00,2025-03-26 20:53:56.531855
880,2013,1,1,Australian Grand Prix,2013-03-17,06:00:00,2025-03-26 20:53:56.531855
881,2013,2,2,Malaysian Grand Prix,2013-03-24,08:00:00,2025-03-26 20:53:56.531855
882,2013,3,17,Chinese Grand Prix,2013-04-14,07:00:00,2025-03-26 20:53:56.531855
883,2013,4,3,Bahrain Grand Prix,2013-04-21,12:00:00,2025-03-26 20:53:56.531855
884,2013,5,4,Spanish Grand Prix,2013-05-12,12:00:00,2025-03-26 20:53:56.531855
885,2013,6,6,Monaco Grand Prix,2013-05-26,12:00:00,2025-03-26 20:53:56.531855
886,2013,7,7,Canadian Grand Prix,2013-06-09,18:00:00,2025-03-26 20:53:56.531855
887,2013,8,9,British Grand Prix,2013-06-30,12:00:00,2025-03-26 20:53:56.531855
888,2013,9,20,German Grand Prix,2013-07-07,12:00:00,2025-03-26 20:53:56.531855
890,2013,10,11,Hungarian Grand Prix,2013-07-28,12:00:00,2025-03-26 20:53:56.531855
891,2013,11,13,Belgian Grand Prix,2013-08-25,12:00:00,2025-03-26 20:53:56.531855
892,2013,12,14,Italian Grand Prix,2013-09-08,12:00:00,2025-03-26 20:53:56.531855
893,2013,13,15,Singapore Grand Prix,2013-09-22,12:00:00,2025-03-26 20:53:56.531855
894,2013,14,35,Korean Grand Prix,2013-10-06,06:00:00,2025-03-26 20:53:56.531855
895,2013,15,22,Japanese Grand Prix,2013-10-13,06:00:00,2025-03-26 20:53:56.531855
896,2013,16,68,Indian Grand Prix,2013-10-27,09:30:00,2025-03-26 20:53:56.531855
897,2013,17,24,Abu Dhabi Grand Prix,2013-11-03,13:00:00,2025-03-26 20:53:56.531855
898,2013,18,69,United States Grand Prix,2013-11-17,19:00:00,2025-03-26 20:53:56.531855
899,2013,19,18,Brazilian Grand Prix,2013-11-24,16:00:00,2025-03-26 20:53:56.531855
900,2014,1,1,Australian Grand Prix,2014-03-16,06:00:00,2025-03-26 20:53:56.531855
901,2014,2,2,Malaysian Grand Prix,2014-03-30,08:00:00,2025-03-26 20:53:56.531855
902,2014,3,3,Bahrain Grand Prix,2014-04-06,15:00:00,2025-03-26 20:53:56.531855
903,2014,4,17,Chinese Grand Prix,2014-04-20,07:00:00,2025-03-26 20:53:56.531855
904,2014,5,4,Spanish Grand Prix,2014-05-11,12:00:00,2025-03-26 20:53:56.531855
905,2014,6,6,Monaco Grand Prix,2014-05-25,12:00:00,2025-03-26 20:53:56.531855
906,2014,7,7,Canadian Grand Prix,2014-06-08,18:00:00,2025-03-26 20:53:56.531855
907,2014,8,70,Austrian Grand Prix,2014-06-22,12:00:00,2025-03-26 20:53:56.531855
908,2014,9,9,British Grand Prix,2014-07-06,12:00:00,2025-03-26 20:53:56.531855
909,2014,10,10,German Grand Prix,2014-07-20,12:00:00,2025-03-26 20:53:56.531855
910,2014,11,11,Hungarian Grand Prix,2014-07-27,12:00:00,2025-03-26 20:53:56.531855
911,2014,12,13,Belgian Grand Prix,2014-08-24,12:00:00,2025-03-26 20:53:56.531855
912,2014,13,14,Italian Grand Prix,2014-09-07,12:00:00,2025-03-26 20:53:56.531855
913,2014,14,15,Singapore Grand Prix,2014-09-21,12:00:00,2025-03-26 20:53:56.531855
914,2014,15,22,Japanese Grand Prix,2014-10-05,06:00:00,2025-03-26 20:53:56.531855
915,2014,16,71,Russian Grand Prix,2014-10-12,11:00:00,2025-03-26 20:53:56.531855
